t,reliability,latency,availability
389,0.95,1.2,0.9
390,0.95,1.2,0.9
391,0.95,1.2,0.9
392,0.95,1.2,0.9
393,0.95,1.2,0.9
394,0.95,1.2,0.9
395,0.95,1.2,0.9
396,0.95,1.2,0.9
397,0.95,1.2,0.9
398,0.95,1.2,0.9
399,0.95,1.2,0.9
400,0.95,1.2,0.9
401,0.95,1.2,0.9
402,0.95,1.2,0.9
403,0.95,1.2,0.9
404,0.95,1.2,0.9
405,0.95,1.2,0.9
406,0.95,1.2,0.9
407,0.95,1.2,0.9
408,0.95,1.2,0.9
409,0.95,1.2,0.9
410,0.95,1.2,0.9
411,0.95,1.2,0.9
412,0.95,1.2,0.9
413,0.95,1.2,0.9
414,0.95,1.2,0.9
415,0.95,1.2,0.9
416,0.95,1.2,0.9
417,0.95,1.2,0.9
418,0.95,1.2,0.9
419,0.95,1.2,0.9
420,0.95,1.2,0.9
421,0.95,1.2,0.9
422,0.95,1.2,0.9
423,0.95,1.2,0.9
424,0.95,1.2,0.9
425,0.95,1.2,0.9
426,0.95,1.2,0.9
427,0.95,1.2,0.9
428,0.95,1.2,0.9
429,0.95,1.2,0.9
430,0.95,1.2,0.9
431,0.95,1.2,0.9
432,0.95,1.2,0.9
433,0.95,1.2,0.9
434,0.95,1.2,0.9
435,0.95,1.2,0.9
436,0.95,1.2,0.9
437,0.95,1.2,0.9
438,0.95,1.2,0.9
439,0.95,1.2,0.9
440,0.95,1.2,0.9
441,0.95,1.2,0.9
442,0.95,1.2,0.9
443,0.95,1.2,0.9
444,0.95,1.2,0.9
445,0.95,1.2,0.9
446,0.95,1.2,0.9
447,0.95,1.2,0.9
448,0.95,1.2,0.9
449,0.95,1.2,0.9
450,0.95,1.2,0.9
451,0.95,1.2,0.9
452,0.95,1.2,0.9
453,0.95,1.2,0.9
454,0.95,1.2,0.9
455,0.95,1.2,0.9
456,0.95,1.2,0.9
457,0.95,1.2,0.9
458,0.95,1.2,0.9
459,0.95,1.2,0.9
460,0.95,1.2,0.9
461,0.95,1.2,0.9
462,0.95,1.2,0.9
463,0.95,1.2,0.9
464,0.95,1.2,0.9
465,0.95,1.2,0.9
466,0.95,1.2,0.9
467,0.95,1.2,0.9
468,0.95,1.2,0.9
469,0.95,1.2,0.9
470,0.95,1.2,0.9
471,0.95,1.2,0.9
472,0.95,1.2,0.9
473,0.95,1.2,0.9
474,0.95,1.2,0.9
475,0.95,1.2,0.9
476,0.95,1.2,0.9
477,0.95,1.2,0.9
478,0.95,1.2,0.9
479,0.95,1.2,0.9
480,0.95,1.2,0.9
481,0.95,1.2,0.9
482,0.95,1.2,0.9
483,0.95,1.2,0.9
484,0.95,1.2,0.9
485,0.95,1.2,0.9
486,0.95,1.2,0.9
487,0.95,1.2,0.9
488,0.95,1.2,0.9
489,0.95,1.2,0.9
490,0.95,1.2,0.9
491,0.95,1.2,0.9
492,0.95,1.2,0.9
493,0.95,1.2,0.9
494,0.95,1.2,0.9
495,0.95,1.2,0.9
496,0.95,1.2,0.9
497,0.95,1.2,0.9
498,0.95,1.2,0.9
499,0.95,1.2,0.9
500,0.92,1.4,0.88
501,0.92,1.4,0.88
502,0.92,1.4,0.88
503,0.92,1.4,0.88
504,0.92,1.4,0.88
505,0.92,1.4,0.88
506,0.92,1.4,0.88
507,0.92,1.4,0.88
508,0.92,1.4,0.88
509,0.92,1.4,0.88
510,0.92,1.4,0.88
511,0.92,1.4,0.88
512,0.92,1.4,0.88
513,0.92,1.4,0.88
514,0.92,1.4,0.88
515,0.92,1.4,0.88
516,0.92,1.4,0.88
517,0.92,1.4,0.88
518,0.92,1.4,0.88
519,0.92,1.4,0.88
520,0.92,1.4,0.88
521,0.92,1.4,0.88
522,0.92,1.4,0.88
523,0.92,1.4,0.88
524,0.92,1.4,0.88
525,0.92,1.4,0.88
526,0.92,1.4,0.88
527,0.92,1.4,0.88
528,0.92,1.4,0.88
529,0.92,1.4,0.88
530,0.92,1.4,0.88
531,0.92,1.4,0.88
532,0.92,1.4,0.88
533,0.92,1.4,0.88
534,0.92,1.4,0.88
535,0.92,1.4,0.88
536,0.92,1.4,0.88
537,0.92,1.4,0.88
538,0.92,1.4,0.88
539,0.92,1.4,0.88
540,0.92,1.4,0.88
541,0.92,1.4,0.88
542,0.92,1.4,0.88
543,0.92,1.4,0.88
544,0.92,1.4,0.88
545,0.92,1.4,0.88
546,0.92,1.4,0.88
547,0.92,1.4,0.88
548,0.92,1.4,0.88
549,0.92,1.4,0.88
550,0.92,1.4,0.88
551,0.92,1.4,0.88
552,0.92,1.4,0.88
553,0.92,1.4,0.88
554,0.92,1.4,0.88
555,0.92,1.4,0.88
556,0.92,1.4,0.88
557,0.92,1.4,0.88
558,0.92,1.4,0.88
559,0.92,1.4,0.88
560,0.92,1.4,0.88
561,0.92,1.4,0.88
562,0.92,1.4,0.88
563,0.92,1.4,0.88
564,0.92,1.4,0.88
565,0.92,1.4,0.88
566,0.92,1.4,0.88
567,0.92,1.4,0.88
568,0.92,1.4,0.88
569,0.92,1.4,0.88
570,0.92,1.4,0.88
571,0.92,1.4,0.88
572,0.92,1.4,0.88
573,0.92,1.4,0.88
574,0.92,1.4,0.88
575,0.92,1.4,0.88
576,0.92,1.4,0.88
577,0.92,1.4,0.88
578,0.92,1.4,0.88
579,0.92,1.4,0.88
580,0.92,1.4,0.88
581,0.92,1.4,0.88
582,0.92,1.4,0.88
583,0.92,1.4,0.88
584,0.92,1.4,0.88
585,0.92,1.4,0.88
586,0.92,1.4,0.88
587,0.92,1.4,0.88
588,0.92,1.4,0.88
589,0.92,1.4,0.88
590,0.92,1.4,0.88
591,0.92,1.4,0.88
592,0.92,1.4,0.88
593,0.92,1.4,0.88
594,0.92,1.4,0.88
595,0.92,1.4,0.88
596,0.92,1.4,0.88
597,0.92,1.4,0.88
598,0.92,1.4,0.88
599,0.92,1.4,0.88
600,0.92,1.4,0.88
601,0.92,1.4,0.88
602,0.92,1.4,0.88
603,0.92,1.4,0.88
604,0.92,1.4,0.88
605,0.92,1.4,0.88
606,0.92,1.4,0.88
607,0.92,1.4,0.88
608,0.92,1.4,0.88
609,0.92,1.4,0.88
610,0.92,1.4,0.88
611,0.92,1.4,0.88
612,0.92,1.4,0.88
613,0.92,1.4,0.88
614,0.92,1.4,0.88
615,0.92,1.4,0.88
616,0.92,1.4,0.88
617,0.92,1.4,0.88
618,0.92,1.4,0.88
619,0.92,1.4,0.88
620,0.92,1.4,0.88
621,0.92,1.4,0.88
622,0.92,1.4,0.88
623,0.92,1.4,0.88
624,0.92,1.4,0.88
625,0.92,1.4,0.88
626,0.92,1.4,0.88
627,0.92,1.4,0.88
628,0.92,1.4,0.88
629,0.92,1.4,0.88
630,0.92,1.4,0.88
631,0.92,1.4,0.88
632,0.92,1.4,0.88
633,0.92,1.4,0.88
634,0.92,1.4,0.88
635,0.92,1.4,0.88
636,0.92,1.4,0.88
637,0.92,1.4,0.88
638,0.92,1.4,0.88
639,0.92,1.4,0.88
640,0.92,1.4,0.88
641,0.92,1.4,0.88
642,0.92,1.4,0.88
643,0.92,1.4,0.88
644,0.92,1.4,0.88
645,0.92,1.4,0.88
646,0.92,1.4,0.88
647,0.92,1.4,0.88
648,0.92,1.4,0.88
649,0.92,1.4,0.88
650,0.95,1.2,0.9
651,0.95,1.2,0.9
652,0.95,1.2,0.9
653,0.95,1.2,0.9
654,0.95,1.2,0.9
655,0.95,1.2,0.9
656,0.95,1.2,0.9
657,0.95,1.2,0.9
658,0.95,1.2,0.9
659,0.95,1.2,0.9
660,0.95,1.2,0.9
661,0.95,1.2,0.9
662,0.95,1.2,0.9
663,0.95,1.2,0.9
664,0.95,1.2,0.9
665,0.95,1.2,0.9
666,0.95,1.2,0.9
667,0.95,1.2,0.9
668,0.95,1.2,0.9
669,0.95,1.2,0.9
670,0.95,1.2,0.9
671,0.95,1.2,0.9
672,0.95,1.2,0.9
673,0.95,1.2,0.9
674,0.95,1.2,0.9
675,0.95,1.2,0.9
676,0.95,1.2,0.9
677,0.95,1.2,0.9
678,0.95,1.2,0.9
679,0.95,1.2,0.9
680,0.95,1.2,0.9
681,0.95,1.2,0.9
682,0.95,1.2,0.9
683,0.95,1.2,0.9
684,0.95,1.2,0.9
685,0.95,1.2,0.9
686,0.95,1.2,0.9
687,0.95,1.2,0.9
688,0.95,1.2,0.9
689,0.95,1.2,0.9
690,0.95,1.2,0.9
691,0.95,1.2,0.9
692,0.95,1.2,0.9
693,0.95,1.2,0.9
694,0.95,1.2,0.9
695,0.95,1.2,0.9
696,0.95,1.2,0.9
697,0.95,1.2,0.9
698,0.95,1.2,0.9
699,0.95,1.2,0.9
700,0.95,1.2,0.9
701,0.95,1.2,0.9
702,0.95,1.2,0.9
703,0.95,1.2,0.9
704,0.95,1.2,0.9
705,0.95,1.2,0.9
706,0.95,1.2,0.9
707,0.95,1.2,0.9
708,0.95,1.2,0.9
709,0.95,1.2,0.9
710,0.95,1.2,0.9
711,0.95,1.2,0.9
712,0.95,1.2,0.9
713,0.95,1.2,0.9
714,0.95,1.2,0.9
715,0.95,1.2,0.9
716,0.95,1.2,0.9
717,0.95,1.2,0.9
718,0.95,1.2,0.9
719,0.95,1.2,0.9
720,0.95,1.2,0.9
721,0.95,1.2,0.9
722,0.95,1.2,0.9
723,0.95,1.2,0.9
724,0.95,1.2,0.9
725,0.95,1.2,0.9
726,0.95,1.2,0.9
727,0.95,1.2,0.9
728,0.95,1.2,0.9
729,0.95,1.2,0.9
730,0.95,1.2,0.9
731,0.95,1.2,0.9
732,0.95,1.2,0.9
733,0.95,1.2,0.9
734,0.95,1.2,0.9
735,0.95,1.2,0.9
736,0.95,1.2,0.9
737,0.95,1.2,0.9
738,0.95,1.2,0.9
739,0.95,1.2,0.9
740,0.95,1.2,0.9
741,0.95,1.2,0.9
742,0.95,1.2,0.9
743,0.95,1.2,0.9
744,0.95,1.2,0.9
745,0.95,1.2,0.9
746,0.95,1.2,0.9
747,0.95,1.2,0.9
748,0.95,1.2,0.9
749,0.95,1.2,0.9
750,0.95,1.2,0.9
751,0.95,1.2,0.9
752,0.95,1.2,0.9
753,0.95,1.2,0.9
754,0.95,1.2,0.9
755,0.95,1.2,0.9
756,0.95,1.2,0.9
757,0.95,1.2,0.9
758,0.95,1.2,0.9
759,0.95,1.2,0.9
760,0.95,1.2,0.9
761,0.95,1.2,0.9
762,0.95,1.2,0.9
763,0.95,1.2,0.9
764,0.95,1.2,0.9
765,0.95,1.2,0.9
766,0.95,1.2,0.9
767,0.95,1.2,0.9
768,0.95,1.2,0.9
769,0.95,1.2,0.9
770,0.95,1.2,0.9
771,0.95,1.2,0.9
772,0.95,1.2,0.9
773,0.95,1.2,0.9
774,0.95,1.2,0.9
775,0.95,1.2,0.9
776,0.95,1.2,0.9
777,0.95,1.2,0.9
778,0.95,1.2,0.9
779,0.95,1.2,0.9
780,0.95,1.2,0.9
781,0.95,1.2,0.9
782,0.95,1.2,0.9
783,0.95,1.2,0.9
784,0.95,1.2,0.9
785,0.95,1.2,0.9
786,0.95,1.2,0.9
787,0.95,1.2,0.9
788,0.95,1.2,0.9
789,0.95,1.2,0.9
790,0.95,1.2,0.9
791,0.95,1.2,0.9
792,0.95,1.2,0.9
793,0.95,1.2,0.9
794,0.95,1.2,0.9
795,0.95,1.2,0.9
796,0.95,1.2,0.9
797,0.95,1.2,0.9
798,0.95,1.2,0.9
799,0.95,1.2,0.9
800,0.95,1.2,0.9
801,0.95,1.2,0.9
802,0.95,1.2,0.9
803,0.95,1.2,0.9
804,0.95,1.2,0.9
805,0.95,1.2,0.9
806,0.95,1.2,0.9
807,0.95,1.2,0.9
808,0.95,1.2,0.9
809,0.95,1.2,0.9
810,0.95,1.2,0.9
811,0.95,1.2,0.9
812,0.95,1.2,0.9
813,0.95,1.2,0.9
814,0.95,1.2,0.9
815,0.95,1.2,0.9
816,0.95,1.2,0.9
817,0.95,1.2,0.9
818,0.95,1.2,0.9
819,0.95,1.2,0.9
820,0.95,1.2,0.9
821,0.95,1.2,0.9
822,0.95,1.2,0.9
823,0.95,1.2,0.9
824,0.95,1.2,0.9
825,0.95,1.2,0.9
826,0.95,1.2,0.9
827,0.95,1.2,0.9
828,0.95,1.2,0.9
829,0.95,1.2,0.9
830,0.95,1.2,0.9
831,0.95,1.2,0.9
832,0.95,1.2,0.9
833,0.95,1.2,0.9
834,0.95,1.2,0.9
835,0.95,1.2,0.9
836,0.95,1.2,0.9
837,0.95,1.2,0.9
838,0.95,1.2,0.9
839,0.95,1.2,0.9
840,0.95,1.2,0.9
841,0.95,1.2,0.9
842,0.95,1.2,0.9
843,0.95,1.2,0.9
844,0.95,1.2,0.9
845,0.95,1.2,0.9
846,0.95,1.2,0.9
847,0.95,1.2,0.9
848,0.95,1.2,0.9
849,0.95,1.2,0.9
850,0.65,3.2,0.55
851,0.65,3.2,0.55
852,0.65,3.2,0.55
853,0.65,3.2,0.55
854,0.65,3.2,0.55
855,0.65,3.2,0.55
856,0.65,3.2,0.55
857,0.65,3.2,0.55
858,0.65,3.2,0.55
859,0.65,3.2,0.55
860,0.65,3.2,0.55
861,0.65,3.2,0.55
862,0.65,3.2,0.55
863,0.65,3.2,0.55
864,0.65,3.2,0.55
865,0.65,3.2,0.55
866,0.65,3.2,0.55
867,0.65,3.2,0.55
868,0.65,3.2,0.55
869,0.65,3.2,0.55
870,0.65,3.2,0.55
871,0.65,3.2,0.55
872,0.65,3.2,0.55
873,0.65,3.2,0.55
874,0.65,3.2,0.55
875,0.65,3.2,0.55
876,0.65,3.2,0.55
877,0.65,3.2,0.55
878,0.65,3.2,0.55
879,0.65,3.2,0.55
880,0.65,3.2,0.55
881,0.65,3.2,0.55
882,0.65,3.2,0.55
883,0.65,3.2,0.55
884,0.65,3.2,0.55
885,0.65,3.2,0.55
886,0.65,3.2,0.55
887,0.65,3.2,0.55
888,0.65,3.2,0.55
889,0.65,3.2,0.55
890,0.65,3.2,0.55
891,0.65,3.2,0.55
892,0.65,3.2,0.55
893,0.65,3.2,0.55
894,0.65,3.2,0.55
895,0.65,3.2,0.55
896,0.65,3.2,0.55
897,0.65,3.2,0.55
898,0.65,3.2,0.55
899,0.65,3.2,0.55
900,0.65,3.2,0.55
901,0.65,3.2,0.55
902,0.65,3.2,0.55
903,0.65,3.2,0.55
904,0.65,3.2,0.55
905,0.65,3.2,0.55
906,0.65,3.2,0.55
907,0.65,3.2,0.55
908,0.65,3.2,0.55
909,0.65,3.2,0.55
910,0.65,3.2,0.55
911,0.65,3.2,0.55
912,0.65,3.2,0.55
913,0.65,3.2,0.55
914,0.65,3.2,0.55
915,0.65,3.2,0.55
916,0.65,3.2,0.55
917,0.65,3.2,0.55
918,0.65,3.2,0.55
919,0.65,3.2,0.55
920,0.65,3.2,0.55
921,0.65,3.2,0.55
922,0.65,3.2,0.55
923,0.65,3.2,0.55
924,0.65,3.2,0.55
925,0.65,3.2,0.55
926,0.65,3.2,0.55
927,0.65,3.2,0.55
928,0.65,3.2,0.55
929,0.65,3.2,0.55
930,0.65,3.2,0.55
931,0.65,3.2,0.55
932,0.65,3.2,0.55
933,0.65,3.2,0.55
934,0.65,3.2,0.55
935,0.65,3.2,0.55
936,0.65,3.2,0.55
937,0.65,3.2,0.55
938,0.65,3.2,0.55
939,0.65,3.2,0.55
940,0.65,3.2,0.55
941,0.65,3.2,0.55
942,0.65,3.2,0.55
943,0.65,3.2,0.55
944,0.65,3.2,0.55
945,0.65,3.2,0.55
946,0.65,3.2,0.55
947,0.65,3.2,0.55
948,0.65,3.2,0.55
949,0.65,3.2,0.55
950,0.65,3.2,0.55
951,0.65,3.2,0.55
952,0.65,3.2,0.55
953,0.65,3.2,0.55
954,0.65,3.2,0.55
955,0.65,3.2,0.55
956,0.65,3.2,0.55
957,0.65,3.2,0.55
958,0.65,3.2,0.55
959,0.65,3.2,0.55
960,0.65,3.2,0.55
961,0.65,3.2,0.55
962,0.65,3.2,0.55
963,0.65,3.2,0.55
964,0.65,3.2,0.55
965,0.65,3.2,0.55
966,0.65,3.2,0.55
967,0.65,3.2,0.55
968,0.65,3.2,0.55
969,0.65,3.2,0.55
970,0.65,3.2,0.55
971,0.65,3.2,0.55
972,0.65,3.2,0.55
973,0.65,3.2,0.55
974,0.65,3.2,0.55
975,0.65,3.2,0.55
976,0.65,3.2,0.55
977,0.65,3.2,0.55
978,0.65,3.2,0.55
979,0.65,3.2,0.55
980,0.65,3.2,0.55
981,0.65,3.2,0.55
982,0.65,3.2,0.55
983,0.65,3.2,0.55
984,0.65,3.2,0.55
985,0.65,3.2,0.55
986,0.65,3.2,0.55
987,0.65,3.2,0.55
988,0.65,3.2,0.55
989,0.65,3.2,0.55
990,0.65,3.2,0.55
991,0.65,3.2,0.55
992,0.65,3.2,0.55
993,0.65,3.2,0.55
994,0.65,3.2,0.55
995,0.65,3.2,0.55
996,0.65,3.2,0.55
997,0.65,3.2,0.55
