t,ground_truth_configuration,ground_truth_configuration_feasibility,baseline_configuration,baseline_configuration_feasibility,ares_configuration,ares_configuration_feasibility,ares_reconfiguration
236,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
237,Cloud Service,True,Manual Input,False,Cloud Service,True,False
238,Cloud Service,True,Manual Input,False,Cloud Service,True,False
239,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
240,Cloud Service,True,Manual Input,False,Cloud Service,True,False
241,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
242,Cloud Service,True,Manual Input,False,Cloud Service,True,False
243,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
244,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
245,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
246,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
247,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
248,Cloud Service,True,Manual Input,False,Cloud Service,True,False
249,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
250,Cloud Service,True,Manual Input,False,Manual Input,False,True
251,Cloud Service,True,Manual Input,False,Manual Input,False,False
252,Cloud Service,True,Cloud Service,True,Manual Input,False,False
253,Cloud Service,True,Cloud Service,True,Manual Input,False,False
254,Cloud Service,True,Cloud Service,True,Manual Input,False,False
255,Cloud Service,True,Cloud Service,True,Manual Input,False,False
256,Cloud Service,True,Manual Input,False,Manual Input,False,False
257,Cloud Service,True,Manual Input,False,Manual Input,False,False
258,Cloud Service,True,Cloud Service,True,Manual Input,False,False
259,Cloud Service,True,Manual Input,False,Manual Input,False,False
260,Cloud Service,True,Cloud Service,False,Manual Input,False,False
261,Cloud Service,True,Manual Input,False,Manual Input,False,False
262,Cloud Service,True,Cloud Service,True,Manual Input,False,False
263,Cloud Service,True,Cloud Service,True,Manual Input,False,False
264,Cloud Service,True,Manual Input,False,Manual Input,False,False
265,Cloud Service,True,Cloud Service,True,Manual Input,False,False
266,Cloud Service,True,Manual Input,False,Manual Input,False,False
267,Cloud Service,True,Manual Input,False,Manual Input,False,False
268,Cloud Service,True,Manual Input,False,Manual Input,False,False
269,Cloud Service,True,Cloud Service,True,Manual Input,False,False
270,Cloud Service,True,Manual Input,False,Manual Input,False,False
271,Cloud Service,True,Cloud Service,True,Manual Input,False,False
272,Cloud Service,True,Cloud Service,True,Manual Input,False,False
273,Cloud Service,True,Cloud Service,True,Manual Input,False,False
274,Cloud Service,True,Manual Input,False,Manual Input,False,False
275,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
276,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
277,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
278,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
279,Cloud Service,True,Manual Input,False,Cloud Service,True,False
280,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
281,Cloud Service,True,Manual Input,False,Cloud Service,True,False
282,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
283,Cloud Service,True,Manual Input,False,Cloud Service,True,False
284,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
285,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
286,Cloud Service,True,Manual Input,False,Cloud Service,True,False
287,Cloud Service,True,Manual Input,False,Cloud Service,True,False
288,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
289,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
290,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
291,Cloud Service,True,Manual Input,False,Cloud Service,True,False
292,Cloud Service,True,Manual Input,False,Cloud Service,True,False
293,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
294,Cloud Service,True,Manual Input,False,Cloud Service,True,False
295,Cloud Service,True,Manual Input,False,Cloud Service,True,False
296,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
297,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
298,Cloud Service,True,Manual Input,False,Cloud Service,True,False
299,Cloud Service,True,Manual Input,False,Cloud Service,True,False
300,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
301,Cloud Service,True,Manual Input,False,Cloud Service,True,False
302,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
303,Cloud Service,True,Manual Input,False,Cloud Service,True,False
304,Cloud Service,True,Manual Input,False,Cloud Service,True,False
305,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
306,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
307,Cloud Service,True,Manual Input,False,Cloud Service,True,False
308,Cloud Service,True,Manual Input,False,Cloud Service,True,False
309,Cloud Service,True,Manual Input,False,Cloud Service,True,False
310,Cloud Service,True,Manual Input,False,Cloud Service,True,False
311,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
312,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
313,Cloud Service,True,Manual Input,False,Cloud Service,True,False
314,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
315,Cloud Service,True,Manual Input,False,Cloud Service,True,False
316,Cloud Service,True,Manual Input,False,Cloud Service,True,False
317,Cloud Service,True,Manual Input,False,Cloud Service,True,False
318,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
319,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
320,Cloud Service,True,Manual Input,False,Cloud Service,True,False
321,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
322,Cloud Service,True,Manual Input,False,Cloud Service,True,False
323,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
324,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
325,Cloud Service,True,Manual Input,False,Manual Input,False,True
326,Cloud Service,True,Cloud Service,True,Manual Input,False,False
327,Cloud Service,True,Cloud Service,True,Manual Input,False,False
328,Cloud Service,True,Cloud Service,True,Manual Input,False,False
329,Cloud Service,True,Manual Input,False,Manual Input,False,False
330,Cloud Service,True,Manual Input,False,Manual Input,False,False
331,Cloud Service,True,Cloud Service,False,Manual Input,False,False
332,Cloud Service,True,Manual Input,False,Manual Input,False,False
333,Cloud Service,True,Cloud Service,True,Manual Input,False,False
334,Cloud Service,True,Manual Input,False,Manual Input,False,False
335,Cloud Service,True,Manual Input,False,Manual Input,False,False
336,Cloud Service,True,Manual Input,False,Manual Input,False,False
337,Cloud Service,True,Cloud Service,True,Manual Input,False,False
338,Cloud Service,True,Cloud Service,True,Manual Input,False,False
339,Cloud Service,True,Manual Input,False,Manual Input,False,False
340,Cloud Service,True,Manual Input,False,Manual Input,False,False
341,Cloud Service,True,Cloud Service,True,Manual Input,False,False
342,Cloud Service,True,Cloud Service,True,Manual Input,False,False
343,Cloud Service,True,Cloud Service,True,Manual Input,False,False
344,Cloud Service,True,Cloud Service,False,Manual Input,False,False
345,Cloud Service,True,Cloud Service,True,Manual Input,False,False
346,Cloud Service,True,Manual Input,False,Manual Input,False,False
347,Cloud Service,True,Cloud Service,True,Manual Input,False,False
348,Cloud Service,True,Cloud Service,True,Manual Input,False,False
349,Cloud Service,True,Cloud Service,True,Manual Input,False,False
350,Smart Scale,True,Cloud Service,True,Cloud Service,True,True
351,Smart Scale,True,Manual Input,False,Cloud Service,True,False
352,Smart Scale,True,Cloud Service,True,Cloud Service,True,False
353,Smart Scale,True,Cloud Service,False,Cloud Service,True,False
354,Smart Scale,True,Manual Input,False,Cloud Service,True,False
355,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
356,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
357,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
358,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
359,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
360,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
361,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
362,Smart Scale,True,Cloud Service,True,Cloud Service,True,False
363,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
364,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
365,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
366,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
367,Smart Scale,True,Cloud Service,True,Cloud Service,True,False
368,Smart Scale,True,Cloud Service,True,Cloud Service,True,False
369,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
370,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
371,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
372,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
373,Smart Scale,True,Cloud Service,True,Cloud Service,True,False
374,Smart Scale,True,Smart Scale,True,Cloud Service,True,False
375,Smart Scale,True,Smart Scale,True,Smart Scale,True,True
376,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
377,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
378,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
379,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
380,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
381,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
382,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
383,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
384,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
385,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
386,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
387,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
388,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
389,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
390,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
391,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
392,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
393,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
394,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
395,Smart Scale,True,Cloud Service,True,Smart Scale,True,False
396,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
397,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
398,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
399,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
400,Smart Scale,True,Smart Scale,True,Smart Scale,True,True
401,Smart Scale,True,Cloud Service,True,Smart Scale,True,False
402,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
403,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
404,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
405,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
406,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
407,Smart Scale,True,Cloud Service,True,Smart Scale,True,False
408,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
409,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
410,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
411,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
412,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
413,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
414,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
415,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
416,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
417,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
418,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
419,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
420,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
421,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
422,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
423,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
424,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
425,Smart Scale,True,Smart Scale,True,Smart Scale,True,True
426,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
427,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
428,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
429,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
430,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
431,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
432,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
433,Smart Scale,True,Cloud Service,True,Smart Scale,True,False
434,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
435,Smart Scale,True,Cloud Service,True,Smart Scale,True,False
436,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
437,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
438,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
439,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
440,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
441,Smart Scale,True,Cloud Service,True,Smart Scale,True,False
442,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
443,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
444,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
445,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
446,Smart Scale,True,Cloud Service,True,Smart Scale,True,False
447,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
448,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
449,Smart Scale,True,Smart Scale,True,Smart Scale,True,False
