t,ground_truth_configuration,ground_truth_configuration_feasibility,baseline_configuration,baseline_configuration_feasibility,ares_configuration,ares_configuration_feasibility,ares_reconfiguration
236,Cloud Service,True,Cloud Service,True,Smart Scale,True,False
237,Cloud Service,True,Smart Scale,True,Smart Scale,True,False
238,Cloud Service,True,Smart Scale,False,Smart Scale,True,False
239,Cloud Service,True,Cloud Service,True,Smart Scale,True,False
240,Cloud Service,True,Manual Input,False,Smart Scale,True,False
241,Cloud Service,True,Cloud Service,True,Smart Scale,True,False
242,Cloud Service,True,Smart Scale,True,Smart Scale,True,False
243,Cloud Service,True,Manual Input,False,Smart Scale,True,False
244,Cloud Service,True,Cloud Service,True,Smart Scale,True,False
245,Cloud Service,True,Cloud Service,True,Smart Scale,True,False
246,Cloud Service,True,Smart Scale,False,Smart Scale,True,False
247,Cloud Service,True,Cloud Service,True,Smart Scale,True,False
248,Cloud Service,True,Manual Input,False,Smart Scale,True,False
249,Cloud Service,True,Manual Input,False,Smart Scale,True,False
250,Cloud Service,True,Manual Input,False,Manual Input,False,True
251,Cloud Service,True,Manual Input,False,Manual Input,False,False
252,Cloud Service,True,Smart Scale,True,Manual Input,False,False
253,Cloud Service,True,Smart Scale,True,Manual Input,False,False
254,Cloud Service,True,Cloud Service,True,Manual Input,False,False
255,Cloud Service,True,Cloud Service,True,Manual Input,False,False
256,Cloud Service,True,Cloud Service,False,Manual Input,False,False
257,Cloud Service,True,Manual Input,False,Manual Input,False,False
258,Cloud Service,True,Cloud Service,True,Manual Input,False,False
259,Cloud Service,True,Manual Input,False,Manual Input,False,False
260,Cloud Service,True,Manual Input,False,Manual Input,False,False
261,Cloud Service,True,Manual Input,False,Manual Input,False,False
262,Cloud Service,True,Manual Input,False,Manual Input,False,False
263,Cloud Service,True,Cloud Service,True,Manual Input,False,False
264,Cloud Service,True,Manual Input,False,Manual Input,False,False
265,Cloud Service,True,Cloud Service,False,Manual Input,False,False
266,Cloud Service,True,Manual Input,False,Manual Input,False,False
267,Cloud Service,True,Manual Input,False,Manual Input,False,False
268,Cloud Service,True,Cloud Service,True,Manual Input,False,False
269,Cloud Service,True,Manual Input,False,Manual Input,False,False
270,Cloud Service,True,Cloud Service,True,Manual Input,False,False
271,Cloud Service,True,Cloud Service,True,Manual Input,False,False
272,Cloud Service,True,Smart Scale,False,Manual Input,False,False
273,Cloud Service,True,Manual Input,False,Manual Input,False,False
274,Cloud Service,True,Manual Input,False,Manual Input,False,False
275,Cloud Service,True,Manual Input,False,Manual Input,False,True
276,Cloud Service,True,Cloud Service,False,Manual Input,False,False
277,Cloud Service,True,Cloud Service,True,Manual Input,False,False
278,Cloud Service,True,Cloud Service,True,Manual Input,False,False
279,Cloud Service,True,Smart Scale,False,Manual Input,False,False
280,Cloud Service,True,Cloud Service,True,Manual Input,False,False
281,Cloud Service,True,Manual Input,False,Manual Input,False,False
282,Cloud Service,True,Manual Input,False,Manual Input,False,False
283,Cloud Service,True,Manual Input,False,Manual Input,False,False
284,Cloud Service,True,Manual Input,False,Manual Input,False,False
285,Cloud Service,True,Manual Input,False,Manual Input,False,False
286,Cloud Service,True,Manual Input,False,Manual Input,False,False
287,Cloud Service,True,Manual Input,False,Manual Input,False,False
288,Cloud Service,True,Cloud Service,True,Manual Input,False,False
289,Cloud Service,True,Cloud Service,True,Manual Input,False,False
290,Cloud Service,True,Cloud Service,True,Manual Input,False,False
291,Cloud Service,True,Cloud Service,False,Manual Input,False,False
292,Cloud Service,True,Cloud Service,True,Manual Input,False,False
293,Cloud Service,True,Cloud Service,True,Manual Input,False,False
294,Cloud Service,True,Cloud Service,True,Manual Input,False,False
295,Cloud Service,True,Manual Input,False,Manual Input,False,False
296,Cloud Service,True,Cloud Service,True,Manual Input,False,False
297,Cloud Service,True,Cloud Service,True,Manual Input,False,False
298,Cloud Service,True,Manual Input,False,Manual Input,False,False
299,Cloud Service,True,Manual Input,False,Manual Input,False,False
300,Cloud Service,True,Manual Input,False,Manual Input,False,True
301,Cloud Service,True,Manual Input,False,Manual Input,False,False
302,Cloud Service,True,Manual Input,False,Manual Input,False,False
303,Cloud Service,True,Cloud Service,True,Manual Input,False,False
304,Cloud Service,True,Manual Input,False,Manual Input,False,False
305,Cloud Service,True,Manual Input,False,Manual Input,False,False
306,Cloud Service,True,Cloud Service,True,Manual Input,False,False
307,Cloud Service,True,Cloud Service,True,Manual Input,False,False
308,Cloud Service,True,Cloud Service,True,Manual Input,False,False
309,Cloud Service,True,Manual Input,False,Manual Input,False,False
310,Cloud Service,True,Cloud Service,True,Manual Input,False,False
311,Cloud Service,True,Manual Input,False,Manual Input,False,False
312,Cloud Service,True,Manual Input,False,Manual Input,False,False
313,Cloud Service,True,Cloud Service,True,Manual Input,False,False
314,Cloud Service,True,Manual Input,False,Manual Input,False,False
315,Cloud Service,True,Manual Input,False,Manual Input,False,False
316,Cloud Service,True,Manual Input,False,Manual Input,False,False
317,Cloud Service,True,Manual Input,False,Manual Input,False,False
318,Cloud Service,True,Manual Input,False,Manual Input,False,False
319,Cloud Service,True,Cloud Service,True,Manual Input,False,False
320,Cloud Service,True,Cloud Service,True,Manual Input,False,False
321,Cloud Service,True,Cloud Service,True,Manual Input,False,False
322,Cloud Service,True,Manual Input,False,Manual Input,False,False
323,Cloud Service,True,Cloud Service,True,Manual Input,False,False
324,Cloud Service,True,Manual Input,False,Manual Input,False,False
325,Cloud Service,True,Manual Input,False,Manual Input,False,True
326,Cloud Service,True,Cloud Service,True,Manual Input,False,False
327,Cloud Service,True,Cloud Service,True,Manual Input,False,False
328,Cloud Service,True,Cloud Service,True,Manual Input,False,False
329,Cloud Service,True,Manual Input,False,Manual Input,False,False
330,Cloud Service,True,Cloud Service,True,Manual Input,False,False
331,Cloud Service,True,Manual Input,False,Manual Input,False,False
332,Cloud Service,True,Manual Input,False,Manual Input,False,False
333,Cloud Service,True,Manual Input,False,Manual Input,False,False
334,Cloud Service,True,Manual Input,False,Manual Input,False,False
335,Cloud Service,True,Manual Input,False,Manual Input,False,False
336,Cloud Service,True,Manual Input,False,Manual Input,False,False
337,Cloud Service,True,Cloud Service,True,Manual Input,False,False
338,Cloud Service,True,Manual Input,False,Manual Input,False,False
339,Cloud Service,True,Cloud Service,True,Manual Input,False,False
340,Cloud Service,True,Manual Input,False,Manual Input,False,False
341,Cloud Service,True,Manual Input,False,Manual Input,False,False
342,Cloud Service,True,Cloud Service,False,Manual Input,False,False
343,Cloud Service,True,Cloud Service,True,Manual Input,False,False
344,Cloud Service,True,Manual Input,False,Manual Input,False,False
345,Cloud Service,True,Cloud Service,True,Manual Input,False,False
346,Cloud Service,True,Cloud Service,True,Manual Input,False,False
347,Cloud Service,True,Cloud Service,True,Manual Input,False,False
348,Cloud Service,True,Cloud Service,True,Manual Input,False,False
349,Cloud Service,True,Cloud Service,True,Manual Input,False,False
350,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
351,Cloud Service,True,Manual Input,False,Cloud Service,True,False
352,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
353,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
354,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
355,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
356,Cloud Service,True,Manual Input,False,Cloud Service,True,False
357,Cloud Service,True,Manual Input,False,Cloud Service,True,False
358,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
359,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
360,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
361,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
362,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
363,Cloud Service,True,Manual Input,False,Cloud Service,True,False
364,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
365,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
366,Cloud Service,True,Manual Input,False,Cloud Service,True,False
367,Cloud Service,True,Manual Input,False,Cloud Service,True,False
368,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
369,Cloud Service,True,Manual Input,False,Cloud Service,True,False
370,Cloud Service,True,Manual Input,False,Cloud Service,True,False
371,Cloud Service,True,Manual Input,False,Cloud Service,True,False
372,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
373,Cloud Service,True,Manual Input,False,Cloud Service,True,False
374,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
375,Cloud Service,True,Manual Input,False,Manual Input,False,True
376,Cloud Service,True,Manual Input,False,Manual Input,False,False
377,Cloud Service,True,Cloud Service,True,Manual Input,False,False
378,Cloud Service,True,Cloud Service,True,Manual Input,False,False
379,Cloud Service,True,Cloud Service,True,Manual Input,False,False
380,Cloud Service,True,Cloud Service,True,Manual Input,False,False
381,Cloud Service,True,Cloud Service,True,Manual Input,False,False
382,Cloud Service,True,Cloud Service,True,Manual Input,False,False
383,Cloud Service,True,Cloud Service,True,Manual Input,False,False
384,Cloud Service,True,Cloud Service,True,Manual Input,False,False
385,Cloud Service,True,Cloud Service,True,Manual Input,False,False
386,Cloud Service,True,Cloud Service,True,Manual Input,False,False
387,Cloud Service,True,Cloud Service,True,Manual Input,False,False
388,Cloud Service,True,Manual Input,False,Manual Input,False,False
389,Cloud Service,True,Cloud Service,True,Manual Input,False,False
390,Cloud Service,True,Cloud Service,True,Manual Input,False,False
391,Cloud Service,True,Cloud Service,True,Manual Input,False,False
392,Cloud Service,True,Cloud Service,True,Manual Input,False,False
393,Cloud Service,True,Cloud Service,True,Manual Input,False,False
394,Cloud Service,True,Cloud Service,False,Manual Input,False,False
395,Cloud Service,True,Manual Input,False,Manual Input,False,False
396,Cloud Service,True,Manual Input,False,Manual Input,False,False
397,Cloud Service,True,Manual Input,False,Manual Input,False,False
398,Cloud Service,True,Cloud Service,True,Manual Input,False,False
399,Cloud Service,True,Manual Input,False,Manual Input,False,False
400,Cloud Service,True,Cloud Service,True,Cloud Service,True,True
401,Cloud Service,True,Manual Input,False,Cloud Service,True,False
402,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
403,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
404,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
405,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
406,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
407,Cloud Service,True,Manual Input,False,Cloud Service,True,False
408,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
409,Cloud Service,True,Manual Input,False,Cloud Service,True,False
410,Cloud Service,True,Manual Input,False,Cloud Service,True,False
411,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
412,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
413,Cloud Service,True,Manual Input,False,Cloud Service,True,False
414,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
415,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
416,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
417,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
418,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
419,Cloud Service,True,Manual Input,False,Cloud Service,True,False
420,Cloud Service,True,Manual Input,False,Cloud Service,True,False
421,Cloud Service,True,Cloud Service,True,Cloud Service,True,False
422,Cloud Service,True,Manual Input,False,Cloud Service,True,False
423,Cloud Service,True,Cloud Service,False,Cloud Service,True,False
424,Cloud Service,True,Manual Input,False,Cloud Service,True,False
425,Cloud Service,True,Manual Input,False,Manual Input,False,True
426,Cloud Service,True,Manual Input,False,Manual Input,False,False
427,Cloud Service,True,Manual Input,False,Manual Input,False,False
428,Cloud Service,True,Cloud Service,True,Manual Input,False,False
429,Cloud Service,True,Manual Input,False,Manual Input,False,False
430,Cloud Service,True,Manual Input,False,Manual Input,False,False
431,Cloud Service,True,Cloud Service,False,Manual Input,False,False
432,Cloud Service,True,Cloud Service,True,Manual Input,False,False
433,Cloud Service,True,Cloud Service,True,Manual Input,False,False
434,Cloud Service,True,Cloud Service,True,Manual Input,False,False
435,Cloud Service,True,Manual Input,False,Manual Input,False,False
436,Cloud Service,True,Manual Input,False,Manual Input,False,False
437,Cloud Service,True,Cloud Service,True,Manual Input,False,False
438,Cloud Service,True,Cloud Service,True,Manual Input,False,False
439,Cloud Service,True,Cloud Service,True,Manual Input,False,False
440,Cloud Service,True,Manual Input,False,Manual Input,False,False
441,Cloud Service,True,Manual Input,False,Manual Input,False,False
442,Cloud Service,True,Manual Input,False,Manual Input,False,False
443,Cloud Service,True,Manual Input,False,Manual Input,False,False
444,Cloud Service,True,Cloud Service,True,Manual Input,False,False
445,Cloud Service,True,Manual Input,False,Manual Input,False,False
446,Cloud Service,True,Cloud Service,True,Manual Input,False,False
447,Cloud Service,True,Manual Input,False,Manual Input,False,False
448,Cloud Service,True,Manual Input,False,Manual Input,False,False
449,Cloud Service,True,Manual Input,False,Manual Input,False,False
450,Cloud Service,True,Manual Input,False,Manual Input,False,True
451,Cloud Service,True,Cloud Service,True,Manual Input,False,False
452,Cloud Service,True,Manual Input,False,Manual Input,False,False
453,Cloud Service,True,Cloud Service,True,Manual Input,False,False
454,Cloud Service,True,Cloud Service,True,Manual Input,False,False
