t,ground_truth_configuration,ground_truth_configuration_feasibility,baseline_configuration,baseline_configuration_feasibility,ares_configuration,ares_configuration_feasibility,ares_reconfiguration
95,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
96,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
97,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
98,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
99,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
100,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
101,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
102,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
103,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
104,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
105,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
106,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
107,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
108,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
109,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
110,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
111,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
112,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
113,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
114,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
115,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
116,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
117,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
118,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
119,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
120,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
121,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
122,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
123,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
124,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
125,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
126,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
127,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
128,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
129,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
130,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
131,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
132,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
133,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
134,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
135,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
136,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
137,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
138,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
139,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
140,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
141,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
142,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
143,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
144,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
145,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
146,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
147,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
148,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
149,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
150,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
151,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
152,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
153,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
154,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
155,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
156,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
157,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
158,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
159,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
160,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
161,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
162,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
163,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
164,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
165,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
166,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
167,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
168,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
169,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
170,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
171,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
172,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
173,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
174,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
175,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
176,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
177,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
178,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
179,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
180,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
181,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
182,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
183,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
184,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
185,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
186,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
187,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
188,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
189,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
190,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
191,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
192,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
193,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
194,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
195,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
196,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
197,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
198,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
199,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
200,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
201,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
202,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
203,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
204,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
205,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
206,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
207,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
208,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
209,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
210,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
211,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
212,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
213,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
214,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
215,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
216,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
217,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
218,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
219,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
220,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
221,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
222,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
223,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
224,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
225,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
226,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
227,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
228,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
229,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
230,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
231,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
232,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
233,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
234,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
235,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
236,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
237,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
238,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
239,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
240,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
241,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
242,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
243,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
244,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
245,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
246,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
247,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
248,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
249,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
250,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
251,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
252,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
253,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
254,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
255,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
256,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
257,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
258,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
259,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
260,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
261,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
262,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
263,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
264,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
265,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
266,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
267,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
268,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
269,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
270,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
271,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
272,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
273,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
274,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
275,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
276,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
277,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
278,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
279,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
280,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
281,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
282,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
283,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
284,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
285,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
286,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
287,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
288,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
289,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
290,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
291,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
292,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
293,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
294,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
295,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
296,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
297,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
298,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
299,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
300,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
301,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
302,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
303,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
304,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
305,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
306,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
307,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
308,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
309,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
310,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
311,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
312,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
313,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
314,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
315,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
316,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
317,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
318,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
319,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
320,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
321,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
322,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
323,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
324,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
325,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
326,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
327,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
328,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
329,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
330,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
331,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
332,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
333,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
334,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
335,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
336,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
337,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
338,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
339,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
340,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
341,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
342,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
343,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
344,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
345,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
346,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
347,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
348,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
349,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
350,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
351,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
352,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
353,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
354,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
355,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
356,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
357,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
358,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
359,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
360,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
361,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
362,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
363,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
364,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
365,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
366,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
367,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
368,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
369,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
370,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
371,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
372,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
373,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
374,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
375,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
376,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
377,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
378,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
379,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
380,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
381,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
382,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
383,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
384,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
385,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
386,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
387,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
388,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
389,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
390,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
391,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
392,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
393,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
394,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
395,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
396,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
397,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
398,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
399,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
400,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
401,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
402,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
403,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
404,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
405,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
406,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
407,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
408,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
409,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
410,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
411,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
412,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
413,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
414,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
415,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
416,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
417,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
418,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
419,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
420,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
421,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
422,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
423,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
424,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
425,SmartWatch,True,SmartWatch,True,SmartWatch,True,True
426,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
427,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
428,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
429,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
430,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
431,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
432,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
433,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
434,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
435,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
436,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
437,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
438,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
439,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
440,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
441,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
442,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
443,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
444,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
445,SmartWatch,True,SmartWatch,True,SmartWatch,True,False
